,ID,Review URL,Text,Star,Thumbs Up,User Name,Developer Reply,Version,Review Date,App ID
5472,429748,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGhIp0FZOZTYksgfKTDVpE1p3KJKakyMwUN68T97IVPJ2LZQ1LdJlRJGxyNX1hcu349e-XDm9-T4QkT7JU,Thise app good and i love it but i gave 1star because when i download any movie it take many time.,1,0,l MoNsTER l,,83.0.4103.101,2021-02-16,com.android.chrome
5536,444274,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHkEC6AN_sm8TdDYsok_TeRJTgi1mRmPg_tZlhDys7eR_RyxFH4byG2r9S581X6vqSZ_oMuUT2wMhyALF8,Takes 5 ever but it's having help right L S,1,0,Pam Lay,,86.0.4240.185,2021-02-17,com.android.chrome
5566,444303,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOExorhDre-0MPRY9GKDLgpyPHatXmTyTlc7xWpjSn8xPgGyA74nhSFvTUtJgV_3kQdb3gEP70wAfGQsoOg,Super,1,0,Vishal Rao,,80.0.3987.99,2021-02-17,com.android.chrome
5571,444308,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE_OpYXeNnCyGaNELUzgfvHuCiLnNyY3wXdDWI6kAfkJxNQS4mcFsIaVtlXqLfAP5ORy-J4d2yB-F06V44,Ok,1,0,"༺ Sᴋ᭄gaming,",,84.0.4147.125,2021-02-17,com.android.chrome
5598,444335,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEpMpNs7eWN4MBI2BUSNY3ENNjKiwEfuck7Rxe2Sg6qP2OxZsULCdlQjuleAcfQnGXajWuUhTWP9g7L61E,good,1,0,Ashish Pawariya,,85.0.4183.101,2021-02-17,com.android.chrome
5619,462142,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFcyDFFyWCKLj2_CGxx3b9Cb5V3GqYRm86wnwx1s7hNbs0tf4NVKfMsAO6GfBD5MHgngSDLSZnrrOdHREE,Nice app for us guys 2,1,0,George Ochieng,,46.0.2490.76,2021-02-18,com.android.chrome
5647,462170,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOESptZr96v0rLGRgAx9-4Bi8mc1tXAmmZD81W2XUA869ZsgrAMHjvxnhjKoBblMmS79UNaIgVFyFuz0VBQ,It's most wonderfull,1,0,Akhlaque Shaikh,,87.0.4280.101,2021-02-18,com.android.chrome
5669,462192,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGbgkd4mm71sR1Wiqi7MwG8uU1vLrR1k06kgoQ7rhFInVWUu-eeAGAGQDa_tHVWLCObJacaT014zsYqiVc,Very useful for me keep using guys good app !!!,1,0,Vignesh vignesh,,88.0.4324.152,2021-02-18,com.android.chrome
5723,476345,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG9hQVUiVz9LmhQE9lanLV8_ha9M41EZUQDDGLheYflNzbko-U8msj-XXiKXLSTNywXUcuSYmzwtLTb0Lo,Better,1,0,Leeann Villafuerte,,81.0.4044.138,2021-02-19,com.android.chrome
5724,476327,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH3BJaQcAWIiyP7gLEFYmxbEgZZYAJTvRh5pV3aUF6sYC-9TFY7qLgyb_iUSxWijvBivJAM0c9b-_XtlzE,It is very nice application the application developer unless you delete them,1,0,Ajay Kumar,,86.0.4240.110,2021-02-19,com.android.chrome
5736,476339,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHyqYS0sOHy2DrpXw6hs1MePOS8Q5wMwteOdNrAqFR36qKrXpyUcbwwRu9vtSeLBgHZu1NcUQ_3m0ZQnZ8,Sassa,1,0,Monojit Basumatary,,88.0.4324.93,2021-02-19,com.android.chrome
5756,476360,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHziC_JSFiu9wYnzdG2YyxOdc4zE05qplyf5m9eLYmc32xJNjQezW3ud3UaTFezbpfUk3KeTxO4iT15wZQ,Thanks Best Western Union Bank LTD for you and broth and Jell-O salad for lunch tomorrow,1,0,LEGEND ๛ Arshad,,88.0.4324.152,2021-02-19,com.android.chrome
5767,476371,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGPmuI55EaKe1sV21X59fQfPE8K4RkfPYXAT-YhY6jPO-5mqL8dsjZd5hKSJlz60nEmsdsIsrK8IqIrGyA,Good,1,0,Ankur Official,,83.0.4103.101,2021-02-19,com.android.chrome
5772,476376,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE3_RDZJgkT9d1HE49qC-5uZysqChC2AWjT48h8MYMcXilFKX2EhNwQbZpYZPgibYLaFvnNCjMxrJsk7YQ,Ok,1,0,Sftian Khrll,,42.0.2311.111,2021-02-19,com.android.chrome
5841,482334,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHFcn-TMxDuAcDGXetEii6xy-glYrdx71I5WHNDAEroRe6tq90lUiOaWz5t6poYmNTPQdgrGrIHhq11Mu8,Updated nhi ho rha he,1,0,sohil rangrej,,87.0.4280.86,2021-02-20,com.android.chrome
5871,482364,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGqyCgqz5CZSgy9kx5FEmozdSeXB6cqXq_V0c5OrASYgjREbUtcZVPwJ5j9RMVsoQGuWVegiAfm3ag8src,Very good,1,0,Naseemah Petersen,,26.0.1410.58,2021-02-20,com.android.chrome
5918,504391,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEfx-N0UrV3tLT9Tfl8yqreSpKjCo_c9fm7Zd3uWKfkGcQEX-Ve1qCWWJNEbd1BdZiSCfLdtJ2_eZUv5_I,Because of new update,1,0,Mayank Sabharwal,,88.0.4324.181,2021-02-21,com.android.chrome
5944,504417,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF10vVWIn3K4gLLS8SXiYNsDmyMn0HoYOgGLPCmyMQY-GlW-7d-bsbgbG4scyZ5NWNyP_w33ZoDtIWdio8,Good,1,0,Toxickozi,,87.0.4280.101,2021-02-21,com.android.chrome
5981,504454,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFnv2JOBhelAh3mTqaIF_u6QGj_InWhwrpbgGtzQgYcQKFUQfrSGbB50IWj5IBPg5bI8eo9XZZpVCAlPuU,KAKA SINGH. . .,1,0,Kaka singh KAKA SINGH,,55.0.2883.91,2021-02-21,com.android.chrome
5987,504460,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEkP2PxoehlJ33TCZQbv_FJi0kcYfVn-jbMStK2yQ5I3gW7PB-nhhSuY3ujYKtL2YT4xJnW_XdxGtn-k-I,Previous version was much better,1,0,Thakurdas Karmakar,,88.0.4324.152,2021-02-21,com.android.chrome
6122,527938,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE05PiysrPr84bS5I-mFRGW0pFb7xRwmK2S7epZHVwKUUR0LZeS0ucBxa8hn8YjtzquciIBUUqfMZp5apM,good,1,0,SUMIT VEER,,76.0.3809.132,2021-02-23,com.android.chrome
6159,527976,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE3PZiQRGSgm27AjgABL1p8NniaN1DmsPVznvUgMWIG5WNURe2B5uIlgEV_R44XR1cpXYCGtCoNdI6SjuE,Very nice 👌👌😊👌👌👌👌👌👌👌👌👌👌👌👌 you have you,1,0,Param Bhatt,,68.0.3440.91,2021-02-23,com.android.chrome
6162,527979,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG_yfBbxO1t3xRysKXH_PYjOLQqM1MPdsXz0G2-3FOyFuIA1RIgRXEkP6is22os_LOE6CHqZaWTgzvDsSE,Chrome wont allow me to update and keeps freezing,1,0,james,,88.0.4324.152,2021-02-23,com.android.chrome
6191,528009,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEdPAhLcaeP_pgiOI9_ZsejYj-k4GnwaBj3GtcqTD3ZNImZrUkF5pVihrSvQmbAHyl6U_VFuOSmbcXy45A,Google is always safe,1,0,Vignesh,,75.0.3770.101,2021-02-23,com.android.chrome
6236,548513,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG8wITM5hLIGE-A3FoRSt1lNP2AKKPWUcaBFWzZnW4ghY-po8j-QKlGzWuzXbGBh8nkU64WIzIywvTBAl4,Byd,1,0,Raghu Nani,,87.0.4280.101,2021-02-24,com.android.chrome
6240,548517,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGn9eCO8qRiuzonYribwPS3cxazCB4XJNZwEem_kn-k4pBmR_spFR74kD_2zojHnKWXX_c1Lila8MWPoEw,.. .,1,0,Shubham Gupta,,88.0.4324.181,2021-02-24,com.android.chrome
6267,548544,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHpvMocyMI4wyuYNYO2BKJNtzfY8l1P0u-CwHKuo3dXoo78vpdc9UFk99-fXa3gch5o_mggMjY9u4oLIy0,Hot,1,0,Carlito Campo,,46.0.2490.76,2021-02-24,com.android.chrome
6306,556583,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFRfw4Httc4DN64-cLXPzgnERtmXefGqi6v344cROD4JsMoViJt1_Otcdak0srWv9Zmc8OO8P_2h9kTMcA,Very baad,1,0,Priyansh Pandey,,42.0.2311.111,2021-02-25,com.android.chrome
6316,556593,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEF8A7RQUvilAbjKZoXHChtTV2pxVxbhPpv2qnI_MD012wMNVoy9Ys1ktflWotgVLKJefNfB2usXPQ0rBU,Faltu,1,0,Dj Sanjay No.1,,70.0.3538.110,2021-02-25,com.android.chrome
6329,556606,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFU5niXShFSYTl1rYN_dsehU4Tql__T28NJXB0S7V3xEvtd5r0GwSzJ2vnh_2L40Rx55VwB7CVWrLOPOzI,Garden,1,0,Mayuri Lakra,,31.0.1650.59,2021-02-25,com.android.chrome
6446,569899,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGOKqUQwKxRrVXpHKv9Y6bQFotFTOZFZbks_bhIREcpeuT-2ZhAcle0T3fhj4TPowPsYHHfqKq44f5Zwps,Will,1,0,Shepherd Mugore,,64.0.3282.137,2021-02-26,com.android.chrome
6463,569916,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEf48cb8bvV4etOoKkzvz-7ts-lRzeSPPjUaYai_HxsxNoguaCsFlOZWddGJLKv5F2k86AzNtJ_HWDh2Zk,"Get rid of the tabs! Looks like the people at Google who design the GUI for the Chrome browser have never heard the saying, ""If it ain't broke don't fix it."" I was just fine with a list of tabs to flip through like it used to be up till a few days ago. I don't need mini views of each open page to remind me what I've been doing - I'm not an idiot - and I definitely don't need a piece of my screen real estate taken over to show me what tabs belong to the group. This is a ""feature"" no one needs.",1,0,Surya Hitam,,88.0.4324.181,2021-02-26,com.android.chrome
6477,569930,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGTkxkLi6sMlVPYA8VMh9nbnL4ECCbk5zmIQMnPl7YETAiMCnpB5kRsHvqyC5HP4sP2kY8NX6yYYAAkkZ0,I I,1,0,Joy Roy,,70.0.3538.110,2021-02-26,com.android.chrome
6482,569935,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFqTnUe24ojK3j13H_ARAoVkteWpHT88Gj-keKcALECKwp0JAlqynzYDPlbL8a2-Kyvd3y1WXqV_0yorTY,Nice app,1,0,karan mahor,,81.0.4044.138,2021-02-26,com.android.chrome
6496,569949,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFabLoB4xLDSyCdlLgoCXQHMQyny6gtiyIFU-xa-iqZO7ePqxUAuTP7SZPB6hC6SSORkrvxwIhvyZ_bhUA,"Cannot update chrome, it just won't let me",1,0,Sally Cooper,,88.0.4324.181,2021-02-26,com.android.chrome
6498,569951,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEz3g8kRE8DdPbMaa_QgQhXCP-IOjqm9sPzdBEOyRejBOMOr5zE_-53a2BAi0kuePap7Tu1zCTruJ0YHwI,Xxxvideo,1,0,Md Shodul,,88.0.4324.93,2021-02-26,com.android.chrome
6500,569953,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEAiDbqk3T7CXcx75SuZwM3bGs55dLOguKnoDZ0mtfWWJGFCRpaewf6PX-yXLUXQuafH_K9T1mBIHX1DBU,Tuju,1,0,Umar Farooq,,85.0.4183.127,2021-02-26,com.android.chrome
6575,588888,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG6nCLAah94VTZ80DZQXFNXDlY8sDMvCMyu96lFPP2gqtMx80upi2tCiramtQ1Y4V_wef_hFuoAO79HkHo,Help,1,0,Ramesh Oad,,84.0.4147.125,2021-02-27,com.android.chrome
6650,611831,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHLqHoGNZWnT3iicoefb_TWuz0M3G4vgTBmHMOxKzOu2ei66s_sA5I6AVeAutfhrEluwehSt_GnXwKfBR8,S,1,0,Shawn Jones,,84.0.4147.125,2021-02-28,com.android.chrome
6661,611842,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEhH0aBpS_qgxRbCg5ssNaaGFXfuJ70zRSGHTm8U05PPvh8RlP4H3PU-XAQcaChr4m4fXDt9XCNUEaANHQ,"The last few days it wont load at all, never had a problem before, its frustrating.",1,0,Teira Belyea,,88.0.4324.181,2021-02-28,com.android.chrome
6676,611857,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHOWu4YYYZVWLQLuQya-So3dXPVM3J9jRWi_C6zN1u4v0A7SMXLwTZDRaiR8tSSsoRcLWaa3F4J4d13GP8,To many posted,1,0,Caridad Acevedo,,85.0.4183.81,2021-02-28,com.android.chrome
6678,611859,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEn_6IVI_xgsOW0k03aKTCxMMtHmQstYYdaXQ0tXMGRrvIFVu8wteVkjgceke3TP4RW7Wry_gQXAGhl8Wo,Ok,1,0,Sherif Said,,88.0.4324.141,2021-02-28,com.android.chrome
6696,611877,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE_rS_B7UOmq1b4_8LJFie-_hetgMft5Okrl5Ii06wi82reKOC0BEnO9j6rI4L08xHs8qXTKIttvD3zDQo,Awesome,1,0,mohammad adil shaikh,,42.0.2311.111,2021-02-28,com.android.chrome
6701,611882,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGtkEfJO6oMyIrWDdivtC6ixst3Qrd4X_C00GNRYiRTsFtkRH878meeLvzzsNWmv2tDDWeP9twcqIQpueM,Automatically open tab,1,0,Sujit Das,,83.0.4103.101,2021-02-28,com.android.chrome
6731,620111,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHcqjIOfkl8cUoKQXxq_TkiKLv-0GJkabb4wstBFsgCIrGUXRcVAlVoTkV6GzgA2y1yHBVTRPz3eiwnQjY,Tracks every move you make.,1,0,Doogie H,,88.0.4324.181,2021-03-01,com.android.chrome
6777,620158,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF2PPqL7U1JZzxyueIQHO41w8YGTod2lcDXaoP5YteDeOAwwIsU4bqRAALwlOyuMjKAQ8hkfuKMh6oRH6s,Nice,1,0,Khalid Hussain,,88.0.4324.93,2021-03-01,com.android.chrome
6830,642264,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE0q7SJP34nFfVAlLTbLM6XlOlpPAY4Rk5ESv1NM636btgULkkR7_pFBhpLo3N-LE_BUFWX8RsKPy-GsWs,Always coming nude and bed update related sex😡😡😡😡😡,1,0,Hemant Meena,,85.0.4183.127,2021-03-02,com.android.chrome
6839,642273,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGHWBgH6WyJrmEuvstZzGEI8cEXInv24DELXyFHRJWly_wMUPylygibMCq_jCscwYamDFkp8xyHJ7dgDVo,Nice,1,0,naiz khan,,61.0.3163.98,2021-03-02,com.android.chrome
6841,642275,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGkvb15wKcKDYGd6B_aKeCC8KieeKSFNbK8UnnxUtd-_9izWbXtwfkkmGB_K4uaBj1BsAPAtOCpt500ohc,Rahul Thakur,1,0,Thakur Rahul,,83.0.4103.106,2021-03-02,com.android.chrome
6860,642293,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEYPLCCbyMtGhi8ZsZAfVtZ5MVwr4OjnfYS0xPmWyPFPdILORIKprZzzHbSr9YLip4vEhllD8gAfu149W0,Diditol,1,0,Ashi Bharti,,55.0.2883.91,2021-03-02,com.android.chrome
6905,656111,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFxUfxk09YwDu2bmfdX9HCQ88ty-lfd4ZrdSsihWXu9J44wpa540PDSSwHi1dkq6Rjp4FDkBBkCHzZzINA,see,1,0,S S,,88.0.4324.181,2021-03-03,com.android.chrome
6914,656041,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE0w8_otCUIOkV_pvkagfRh6XDO2g6IH2PcfOIVP5PkJdAUsKxGmXqYxxUippLMXTotcER6Exs4vt1fgbM,for android its chrome,1,0,T Thush,,88.0.4324.152,2021-03-03,com.android.chrome
6937,656065,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHxJSVJshc9sndq21-j8NEKi9YTtEG0F28StvG9BhmpqFnKZu2r-btG-iuUko81wGswXm0ROYG0RD7kiJI,Heart of 6 mobile,1,0,M.saleem mayo,,88.0.4324.152,2021-03-03,com.android.chrome
6943,656071,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH9-XxCiN1EKKovOHFrPfdrfq3E8wJ78dpoBkW-ZoHO1yTX3YxxueYAV7va6rRDHI6VqpkCpf6ZcKo8ugM,Ooo,1,0,Amir Hocin,,64.0.3282.137,2021-03-03,com.android.chrome
6993,656122,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFLzzlo02si-pTNDvVd6n8YPHvfhHfztCJBSg8D4VKWxds8Xc9JEiQL6qE-PkUzu4sikZfz6gHMsF3ZGgI,Since the new update it wont do ANYTHING. Wont even show the screen.,1,0,Tristan Speight,,88.0.4324.181,2021-03-03,com.android.chrome
7041,659655,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFGerW37qWohz7xcgVO52gVBGCSHAY04CPeVB0-xLYQq0kvoanOZu-9Ax1gsHLUV82ssX4TMGAirDBy8sA,Good,1,0,Seanmichael Cabanilla,,81.0.4044.138,2021-03-04,com.android.chrome
7042,659656,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGzGaQNmHbdHAEfQnKzhtO1vbPke4TJkYccUFKpxCEb4MBva8l8V5AlBgolER2YiI1MFLqtVkCGiwPtTVU,Good app,1,0,Faith Mulae,,62.0.3202.84,2021-03-04,com.android.chrome
7047,659661,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEL20C4u8eL6I2vCF_srn-vAe-XdF9ul9iQmXqMsYWG5TomRDcYBwVcXsBIkL1GiGC2bE7J4Xd8U1DM2To,Its good,1,0,Holy Purpose,,42.0.2311.111,2021-03-04,com.android.chrome
7051,659665,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE9AAmEa4JfxrMV2mYKfMVxouk8uyD3NQ6LuckNYuTQDOdaN1kEBdBMOxSni0uE6MeJaZpPfYefyNvaIMo,Helpfull,1,0,Kundoo Zubair,,42.0.2311.111,2021-03-04,com.android.chrome
7101,659715,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFsT2_ntpgzNKpa_1y7jHQet2rhIszsbOxJlogY0Kk8YOJav3vYdrQwTqxq4CXa28lJCH7DUtuynbl7278,Wirst,1,0,Kajal Sinha,,88.0.4324.181,2021-03-04,com.android.chrome
7113,684901,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHX1bHtZhhe-K-Ikl9LvjkRb4E7CfUg3TiPFVFlvP3tSzYH0kH9yTBv2PPy7loU1lqY9gOvt85Fx06Xteg,Idk,1,0,No you,,88.0.4324.181,2021-03-05,com.android.chrome
7195,684983,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOETBJBTu2cGF1Pe-InDokmpFqyaaX39yF2nupPTk1rQX3fwLsRp_jqAnygseU6V9Gbi5NxEwp-J6873RMM,"Chrome is good, I trust this update will make it better.",1,0,Harry W Kendall,,88.0.4324.181,2021-03-05,com.android.chrome
